idd_pol_policy,idd_cus_customer,idd_prd_product,d_cov_start,d_cov_end,amt_written_premium,cov_days_total,cov_days_elapsed,amt_earned_premium
P-2024-002543,100179,7f89c4cd954b7f708ce420be328cebb4,2024-06-07,2025-08-05,253.57,425.0,425,253.57
P-2024-002614,100677,dcfcf92bb54103cb27c8801b1960989c,2024-03-23,2024-12-14,340.37,267.0,267,340.37
P-2024-002635,100017,dcfcf92bb54103cb27c8801b1960989c,2024-09-13,2025-11-08,225.33,422.0,353,188.49
P-2024-002705,100615,3c66679311c1abec9d9192d01ce26f07,2024-06-15,2025-07-26,211.18,407.0,407,211.18
P-2024-002720,100541,a2a38920c9919e09c8703d8892080502,2024-05-14,2025-06-13,35.53,396.0,396,35.53
P-2024-002960,100833,a2a38920c9919e09c8703d8892080502,2024-02-03,2024-09-12,38.66,223.0,223,38.66
P-2024-002967,100780,19bd7beafce7eb141e672aec8fe7d7c3,2024-01-11,2024-07-12,366.73,184.0,184,366.73
P-2024-002975,100969,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-11-12,2025-12-25,402.71,409.0,293,288.49
P-2024-002990,100531,a2a38920c9919e09c8703d8892080502,2024-08-26,2025-06-22,31.72,301.0,301,31.72
P-2025-000221,100036,7f89c4cd954b7f708ce420be328cebb4,2025-05-13,2026-04-04,122.99,327.0,111,41.75
P-2025-000319,100477,a2a38920c9919e09c8703d8892080502,2025-03-11,2026-05-06,23.87,422.0,174,9.84
P-2025-000433,100165,ee203b1703de1595784024279eff985b,2025-02-28,2026-06-12,230.2,470.0,185,90.61
P-2025-000488,100625,3ef69f90a5178021fa2875bdb7700d8e,2025-01-06,2025-07-25,151.25,201.0,201,151.25
P-2025-000569,100186,19bd7beafce7eb141e672aec8fe7d7c3,2025-02-28,2026-01-26,364.57,333.0,185,202.54
P-2025-000591,100103,3ef69f90a5178021fa2875bdb7700d8e,2025-01-18,2026-03-30,50.41,437.0,226,26.07
P-2025-000763,100649,ee203b1703de1595784024279eff985b,2025-05-02,2026-05-14,109.24,378.0,122,35.26
P-2025-000868,100145,3c66679311c1abec9d9192d01ce26f07,2025-02-15,2025-11-26,166.63,285.0,198,115.76
P-2025-000888,100298,a2a38920c9919e09c8703d8892080502,2025-04-08,2026-03-17,45.81,344.0,146,19.44
P-2025-000916,100073,3c66679311c1abec9d9192d01ce26f07,2025-05-02,2026-02-24,257.39,299.0,122,105.02
P-2025-001133,100508,ee203b1703de1595784024279eff985b,2025-04-24,2026-08-02,97.92,466.0,130,27.32
P-2025-001164,100412,ee203b1703de1595784024279eff985b,2025-02-09,2026-04-03,54.96,419.0,204,26.76
P-2025-001210,100110,eb1f8989a62d585d97875883da198e51,2025-02-20,2026-05-23,41.4,458.0,193,17.45
P-2025-001524,100195,eb1f8989a62d585d97875883da198e51,2025-03-08,2025-09-14,28.27,191.0,177,26.2
P-2025-001557,100440,7f89c4cd954b7f708ce420be328cebb4,2025-02-13,2026-03-24,96.3,405.0,200,47.56
P-2025-001601,100264,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-01-12,2026-04-06,641.54,450.0,232,330.75
P-2025-001804,100792,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-01-30,2026-02-28,475.93,395.0,214,257.85
P-2025-002079,100707,eb1f8989a62d585d97875883da198e51,2025-01-21,2025-12-24,40.25,338.0,223,26.56
P-2025-002108,100425,3c66679311c1abec9d9192d01ce26f07,2025-02-13,2026-05-07,392.04,449.0,200,174.63
P-2025-002180,100636,3c66679311c1abec9d9192d01ce26f07,2025-04-26,2026-05-22,207.09,392.0,128,67.62
P-2025-002223,100836,3ef69f90a5178021fa2875bdb7700d8e,2025-02-24,2026-04-09,141.71,410.0,189,65.32
P-2025-002359,100711,7f89c4cd954b7f708ce420be328cebb4,2025-02-23,2025-12-27,77.53,308.0,190,47.83
P-2025-002405,100292,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-01-22,2025-12-11,370.06,324.0,222,253.56
P-2025-002455,100492,3c66679311c1abec9d9192d01ce26f07,2025-05-28,2026-07-08,597.81,407.0,96,141.01
P-2025-002468,100743,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-03-17,2026-02-24,791.9,345.0,168,385.62
P-2025-002616,100077,7f89c4cd954b7f708ce420be328cebb4,2025-05-16,2025-12-18,101.66,217.0,108,50.6
P-2025-002630,100195,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-05-04,2026-02-19,592.88,292.0,120,243.65
P-2025-002667,100803,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-01-08,2026-03-14,469.12,431.0,236,256.87
P-2025-002721,100075,7f89c4cd954b7f708ce420be328cebb4,2025-05-16,2026-06-05,71.03,386.0,108,19.87
P-2025-002745,100411,19bd7beafce7eb141e672aec8fe7d7c3,2025-04-06,2025-11-23,133.9,232.0,148,85.42
P-2025-002787,100933,3ef69f90a5178021fa2875bdb7700d8e,2025-04-18,2026-06-05,67.96,414.0,136,22.33
P-2023-000013,100113,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-12-24,2025-05-03,1047.34,497.0,497,1047.34
P-2023-000020,100293,19bd7beafce7eb141e672aec8fe7d7c3,2023-01-15,2024-02-29,54.42,411.0,411,54.42
P-2023-000048,100072,a2a38920c9919e09c8703d8892080502,2023-04-25,2024-02-13,56.27,295.0,295,56.27
P-2023-000074,100002,7f89c4cd954b7f708ce420be328cebb4,2023-04-18,2024-02-23,101.55,312.0,312,101.55
P-2023-000107,100802,7f89c4cd954b7f708ce420be328cebb4,2023-08-03,2024-07-24,53.42,357.0,357,53.42
P-2023-000136,100619,7f89c4cd954b7f708ce420be328cebb4,2023-04-09,2023-11-22,82.77,228.0,228,82.77
P-2023-000148,100619,3ef69f90a5178021fa2875bdb7700d8e,2023-07-26,2024-10-18,97.15,451.0,451,97.15
P-2023-000272,100834,ee203b1703de1595784024279eff985b,2023-09-10,2024-07-29,81.07,324.0,324,81.07
P-2023-000310,100504,eb1f8989a62d585d97875883da198e51,2023-08-12,2024-11-17,25.56,464.0,464,25.56
P-2023-000369,100645,ee203b1703de1595784024279eff985b,2023-09-17,2024-08-26,338.68,345.0,345,338.68
P-2023-000426,100108,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-08-07,2024-12-25,760.13,507.0,507,760.13
P-2023-000429,100085,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-06-17,2024-08-07,781.49,418.0,418,781.49
P-2023-000445,100855,3c66679311c1abec9d9192d01ce26f07,2023-08-14,2024-11-10,752.53,455.0,455,752.53
P-2023-000480,100717,19bd7beafce7eb141e672aec8fe7d7c3,2023-03-26,2024-01-21,245.69,302.0,302,245.69
P-2023-000533,100126,ee203b1703de1595784024279eff985b,2023-11-25,2024-08-12,255.33,262.0,262,255.33
P-2023-000601,100131,19bd7beafce7eb141e672aec8fe7d7c3,2023-05-02,2024-07-05,195.01,431.0,431,195.01
P-2023-000657,100228,ee203b1703de1595784024279eff985b,2023-01-12,2023-12-05,242.15,328.0,328,242.15
P-2023-000676,100252,3ef69f90a5178021fa2875bdb7700d8e,2023-07-09,2024-11-30,77.69,511.0,511,77.69
P-2023-000710,100281,dcfcf92bb54103cb27c8801b1960989c,2023-01-21,2023-12-06,257.88,320.0,320,257.88
P-2023-000814,100352,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-05-21,2024-12-14,775.79,574.0,574,775.79
P-2023-000875,100560,3c66679311c1abec9d9192d01ce26f07,2023-02-04,2024-04-15,216.4,437.0,437,216.4
P-2023-000987,100241,ee203b1703de1595784024279eff985b,2023-01-06,2023-09-25,152.25,263.0,263,152.25
P-2023-001041,100330,3c66679311c1abec9d9192d01ce26f07,2023-08-01,2024-01-21,465.58,174.0,174,465.58
P-2023-001091,100418,eb1f8989a62d585d97875883da198e51,2023-10-14,2024-10-05,58.07,358.0,358,58.07
P-2023-001123,100779,dcfcf92bb54103cb27c8801b1960989c,2023-07-05,2025-01-04,189.69,550.0,550,189.69
P-2023-001185,100842,7f89c4cd954b7f708ce420be328cebb4,2023-11-10,2024-07-29,114.47,263.0,263,114.47
P-2023-001201,100620,7f89c4cd954b7f708ce420be328cebb4,2023-03-29,2024-05-15,216.05,414.0,414,216.05
P-2023-001317,100403,19bd7beafce7eb141e672aec8fe7d7c3,2023-11-20,2024-11-28,67.33,375.0,375,67.33
P-2023-001358,100947,ee203b1703de1595784024279eff985b,2023-12-27,2025-02-12,278.79,414.0,414,278.79
P-2023-001427,100259,3ef69f90a5178021fa2875bdb7700d8e,2023-08-10,2024-11-17,117.96,466.0,466,117.96
P-2023-001513,100794,eb1f8989a62d585d97875883da198e51,2023-04-13,2024-01-27,91.58,290.0,290,91.58
P-2023-001632,100121,3ef69f90a5178021fa2875bdb7700d8e,2023-01-08,2024-03-11,96.21,429.0,429,96.21
P-2023-001639,100603,ee203b1703de1595784024279eff985b,2023-11-18,2024-12-22,715.71,401.0,401,715.71
P-2023-001670,100589,ee203b1703de1595784024279eff985b,2023-11-09,2024-12-15,230.01,403.0,403,230.01
P-2023-001726,100240,ee203b1703de1595784024279eff985b,2023-07-18,2024-09-21,136.07,432.0,432,136.07
P-2023-001777,100247,ee203b1703de1595784024279eff985b,2023-11-19,2024-10-16,172.84,333.0,333,172.84
P-2023-001825,100649,ee203b1703de1595784024279eff985b,2023-09-29,2024-08-25,111.04,332.0,332,111.04
P-2023-001850,100683,7f89c4cd954b7f708ce420be328cebb4,2023-07-24,2024-07-21,82.49,364.0,364,82.49
P-2023-001866,100628,ee203b1703de1595784024279eff985b,2023-03-22,2024-05-02,121.99,408.0,408,121.99
P-2023-001877,100742,dcfcf92bb54103cb27c8801b1960989c,2023-03-05,2024-01-29,550.0,331.0,331,550.0
P-2023-001916,100319,19bd7beafce7eb141e672aec8fe7d7c3,2023-01-22,2023-12-13,86.58,326.0,326,86.58
P-2023-001946,100157,3ef69f90a5178021fa2875bdb7700d8e,2023-05-16,2023-11-27,54.09,196.0,196,54.09
P-2023-001962,100403,dcfcf92bb54103cb27c8801b1960989c,2023-01-17,2023-12-04,420.48,322.0,322,420.48
P-2023-001975,100220,dcfcf92bb54103cb27c8801b1960989c,2023-02-20,2024-04-03,190.46,409.0,409,190.46
P-2023-002018,100056,dcfcf92bb54103cb27c8801b1960989c,2023-08-09,2024-07-20,177.88,347.0,347,177.88
P-2023-002019,100375,eb1f8989a62d585d97875883da198e51,2023-05-07,2023-12-04,74.91,212.0,212,74.91
P-2023-002111,100069,3ef69f90a5178021fa2875bdb7700d8e,2023-02-03,2024-03-05,151.44,397.0,397,151.44
P-2023-002120,100713,ee203b1703de1595784024279eff985b,2023-02-15,2024-06-06,195.08,478.0,478,195.08
P-2023-002221,100178,19bd7beafce7eb141e672aec8fe7d7c3,2023-07-08,2024-04-25,182.1,293.0,293,182.1
P-2023-002398,100977,ee203b1703de1595784024279eff985b,2023-12-09,2024-07-28,209.96,233.0,233,209.96
P-2023-002482,100106,ee203b1703de1595784024279eff985b,2023-07-16,2024-08-06,224.19,388.0,388,224.19
P-2023-002692,100333,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-06-30,2024-08-12,1152.4,410.0,410,1152.4
P-2023-002763,100492,3c66679311c1abec9d9192d01ce26f07,2023-02-09,2023-10-20,983.33,254.0,254,983.33
P-2023-002785,100975,a2a38920c9919e09c8703d8892080502,2023-02-10,2024-04-20,48.35,436.0,436,48.35
P-2023-002814,100513,3c66679311c1abec9d9192d01ce26f07,2023-07-16,2024-07-13,223.01,364.0,364,223.01
P-2023-002830,100039,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-09-05,2024-10-11,287.41,403.0,403,287.41
P-2023-002872,100581,19bd7beafce7eb141e672aec8fe7d7c3,2023-05-26,2024-06-12,106.5,384.0,384,106.5
P-2024-000021,100527,ee203b1703de1595784024279eff985b,2024-08-02,2025-11-25,241.02,481.0,395,197.93
P-2024-000046,100266,eb1f8989a62d585d97875883da198e51,2024-11-01,2025-09-19,50.02,323.0,304,47.08
P-2024-000066,100565,eb1f8989a62d585d97875883da198e51,2024-05-26,2025-09-11,88.51,474.0,463,86.46
P-2024-000102,100696,3ef69f90a5178021fa2875bdb7700d8e,2024-06-24,2025-04-25,51.12,306.0,306,51.12
P-2024-000144,100486,a2a38920c9919e09c8703d8892080502,2024-07-13,2025-11-09,16.21,485.0,415,13.87
P-2024-000239,100200,eb1f8989a62d585d97875883da198e51,2024-02-25,2025-01-26,60.81,337.0,337,60.81
P-2024-000339,100336,ee203b1703de1595784024279eff985b,2024-04-08,2025-03-28,120.27,355.0,355,120.27
P-2024-000383,100671,19bd7beafce7eb141e672aec8fe7d7c3,2024-03-15,2024-11-20,101.46,251.0,251,101.46
P-2024-000398,100907,7f89c4cd954b7f708ce420be328cebb4,2024-12-10,2025-10-03,96.8,298.0,265,86.08
P-2024-000405,100991,19bd7beafce7eb141e672aec8fe7d7c3,2024-02-11,2024-12-12,271.59,306.0,306,271.59
P-2024-000411,100604,3c66679311c1abec9d9192d01ce26f07,2024-05-13,2025-08-18,321.37,463.0,463,321.37
P-2024-000421,100102,19bd7beafce7eb141e672aec8fe7d7c3,2024-12-06,2026-02-12,72.69,434.0,269,45.05
P-2024-000430,100598,19bd7beafce7eb141e672aec8fe7d7c3,2024-11-30,2025-12-19,117.87,385.0,275,84.19
P-2024-000482,100179,7f89c4cd954b7f708ce420be328cebb4,2024-12-01,2026-03-05,108.83,460.0,274,64.82
P-2024-000503,100229,19bd7beafce7eb141e672aec8fe7d7c3,2024-05-08,2025-02-16,208.61,285.0,285,208.61
P-2024-000506,100500,dcfcf92bb54103cb27c8801b1960989c,2024-05-01,2025-05-31,766.62,396.0,396,766.62
P-2024-000584,100994,dcfcf92bb54103cb27c8801b1960989c,2024-12-07,2025-07-15,288.03,221.0,221,288.03
P-2024-000589,100013,eb1f8989a62d585d97875883da198e51,2024-08-08,2026-03-12,74.71,582.0,389,49.94
P-2024-000593,100316,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-10-02,2026-02-01,474.31,488.0,334,324.63
P-2024-000652,100762,eb1f8989a62d585d97875883da198e51,2024-10-02,2025-08-28,78.74,331.0,331,78.74
P-2024-000672,100576,7f89c4cd954b7f708ce420be328cebb4,2024-12-21,2025-11-20,62.86,335.0,254,47.66
P-2024-000759,100944,dcfcf92bb54103cb27c8801b1960989c,2024-03-22,2025-04-22,640.27,397.0,397,640.27
P-2024-000765,100598,ee203b1703de1595784024279eff985b,2024-02-01,2024-11-04,264.56,278.0,278,264.56
P-2024-000769,100929,19bd7beafce7eb141e672aec8fe7d7c3,2024-03-30,2025-01-31,266.45,308.0,308,266.45
P-2024-000782,100083,ee203b1703de1595784024279eff985b,2024-10-24,2025-11-16,191.12,389.0,312,153.29
P-2024-000798,100159,3ef69f90a5178021fa2875bdb7700d8e,2024-02-24,2024-10-16,78.91,236.0,236,78.91
P-2024-000808,100779,3ef69f90a5178021fa2875bdb7700d8e,2024-10-18,2026-01-11,161.97,451.0,318,114.21
P-2024-000819,100672,19bd7beafce7eb141e672aec8fe7d7c3,2024-06-04,2025-11-13,250.56,528.0,454,215.44
P-2024-000821,100222,3c66679311c1abec9d9192d01ce26f07,2024-04-23,2025-03-29,275.1,341.0,341,275.1
P-2024-000877,100350,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-03-05,2025-01-09,739.76,311.0,311,739.76
P-2024-000886,100132,3c66679311c1abec9d9192d01ce26f07,2024-08-31,2025-10-27,408.88,423.0,366,353.78
P-2024-000913,100777,eb1f8989a62d585d97875883da198e51,2024-04-18,2025-03-26,19.01,343.0,343,19.01
P-2024-000922,100244,ee203b1703de1595784024279eff985b,2024-07-13,2025-05-05,214.63,297.0,297,214.63
P-2024-000950,100297,ee203b1703de1595784024279eff985b,2024-06-16,2025-05-02,134.09,321.0,321,134.09
P-2024-000974,100381,dcfcf92bb54103cb27c8801b1960989c,2024-03-06,2025-04-25,157.95,416.0,416,157.95
P-2024-000980,100372,3c66679311c1abec9d9192d01ce26f07,2024-02-07,2025-04-02,458.78,421.0,421,458.78
P-2024-000994,100702,3ef69f90a5178021fa2875bdb7700d8e,2024-11-11,2025-07-04,65.44,236.0,236,65.44
P-2024-001003,100227,3ef69f90a5178021fa2875bdb7700d8e,2024-01-12,2025-01-14,94.94,369.0,369,94.94
P-2024-001066,100295,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-01-06,2024-11-12,547.92,312.0,312,547.92
P-2024-001083,100457,ee203b1703de1595784024279eff985b,2024-12-12,2025-10-26,101.51,319.0,263,83.69
P-2024-001109,100731,eb1f8989a62d585d97875883da198e51,2024-11-23,2025-11-13,37.36,356.0,282,29.59
P-2024-001117,100195,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-03-25,2024-12-09,498.95,260.0,260,498.95
P-2024-001207,100034,3ef69f90a5178021fa2875bdb7700d8e,2024-05-06,2025-01-23,101.2,263.0,263,101.2
P-2024-001243,100048,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-11-13,2026-01-23,1159.31,437.0,292,774.64
P-2024-001286,100093,eb1f8989a62d585d97875883da198e51,2024-04-14,2025-08-26,61.18,500.0,500,61.18
P-2024-001338,100651,ee203b1703de1595784024279eff985b,2024-06-14,2025-10-05,265.96,479.0,444,246.53
P-2024-001344,100915,ee203b1703de1595784024279eff985b,2024-09-05,2025-12-25,331.66,477.0,361,251.0
P-2024-001370,100883,7f89c4cd954b7f708ce420be328cebb4,2024-04-16,2025-05-05,53.23,385.0,385,53.23
P-2024-001485,100005,3c66679311c1abec9d9192d01ce26f07,2024-07-09,2024-09-20,439.24,74.0,74,439.24
P-2024-001526,100037,eb1f8989a62d585d97875883da198e51,2024-03-28,2025-06-10,89.51,440.0,440,89.51
P-2024-001544,100755,19bd7beafce7eb141e672aec8fe7d7c3,2024-02-11,2025-01-06,204.85,331.0,331,204.85
P-2024-001546,100974,a2a38920c9919e09c8703d8892080502,2024-04-18,2025-04-04,47.77,352.0,352,47.77
P-2024-001575,100192,eb1f8989a62d585d97875883da198e51,2024-04-15,2025-05-26,34.57,407.0,407,34.57
P-2024-001669,100059,dcfcf92bb54103cb27c8801b1960989c,2024-04-15,2025-08-15,719.92,488.0,488,719.92
P-2024-001694,100540,eb1f8989a62d585d97875883da198e51,2024-04-23,2025-01-08,76.04,261.0,261,76.04
P-2024-001744,100033,3c66679311c1abec9d9192d01ce26f07,2024-05-05,2025-05-15,462.74,376.0,376,462.74
P-2024-001747,100392,ee203b1703de1595784024279eff985b,2024-04-24,2025-05-09,178.43,381.0,381,178.43
P-2024-001768,100280,7f89c4cd954b7f708ce420be328cebb4,2024-03-03,2025-03-19,81.74,382.0,382,81.74
P-2024-001790,100536,ee203b1703de1595784024279eff985b,2024-07-11,2025-07-02,374.14,357.0,357,374.14
P-2024-001832,100092,ee203b1703de1595784024279eff985b,2024-12-20,2025-11-09,151.0,325.0,255,118.48
P-2024-001855,100262,3c66679311c1abec9d9192d01ce26f07,2024-01-20,2025-06-19,268.11,517.0,517,268.11
P-2024-001857,100813,3c66679311c1abec9d9192d01ce26f07,2024-01-20,2025-02-03,537.74,381.0,381,537.74
P-2024-001879,100704,3c66679311c1abec9d9192d01ce26f07,2024-04-13,2025-04-27,816.51,380.0,380,816.51
P-2024-001901,100457,a2a38920c9919e09c8703d8892080502,2024-03-10,2025-05-25,21.38,442.0,442,21.38
P-2024-001906,100991,3ef69f90a5178021fa2875bdb7700d8e,2024-11-23,2025-12-22,79.08,395.0,282,56.46
P-2024-001915,100660,19bd7beafce7eb141e672aec8fe7d7c3,2024-08-10,2025-07-20,92.33,345.0,345,92.33
P-2024-001930,100953,a2a38920c9919e09c8703d8892080502,2024-06-02,2025-03-16,90.85,288.0,288,90.85
P-2024-001979,100740,eb1f8989a62d585d97875883da198e51,2024-09-10,2025-10-14,105.18,400.0,356,93.61
P-2024-001981,100366,dcfcf92bb54103cb27c8801b1960989c,2024-05-29,2025-08-02,333.54,431.0,431,333.54
P-2024-002012,100094,3c66679311c1abec9d9192d01ce26f07,2024-12-07,2025-10-31,223.12,329.0,268,181.75
P-2024-002035,100450,a2a38920c9919e09c8703d8892080502,2024-04-14,2025-09-08,54.13,513.0,505,53.29
P-2024-002076,100292,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-08-05,2025-08-02,624.26,363.0,363,624.26
P-2024-002083,100707,dcfcf92bb54103cb27c8801b1960989c,2024-07-20,2025-07-04,233.51,350.0,350,233.51
P-2024-002126,100657,eb1f8989a62d585d97875883da198e51,2024-08-12,2025-08-22,70.27,376.0,376,70.27
P-2024-002135,100949,19bd7beafce7eb141e672aec8fe7d7c3,2024-12-28,2025-11-26,116.16,334.0,247,85.9
P-2024-002165,100752,19bd7beafce7eb141e672aec8fe7d7c3,2024-02-14,2024-12-28,171.57,319.0,319,171.57
P-2024-002174,100009,3c66679311c1abec9d9192d01ce26f07,2024-04-12,2025-05-04,414.13,388.0,388,414.13
P-2024-002189,100050,a2a38920c9919e09c8703d8892080502,2024-12-06,2025-12-17,19.93,377.0,269,14.22
P-2024-002201,100476,a2a38920c9919e09c8703d8892080502,2024-10-08,2025-12-03,40.67,422.0,328,31.61
P-2024-002232,100159,3ef69f90a5178021fa2875bdb7700d8e,2024-12-21,2025-10-25,106.51,309.0,254,87.55
P-2024-002302,100929,dcfcf92bb54103cb27c8801b1960989c,2024-01-01,2025-01-22,759.26,388.0,388,759.26
P-2024-002332,100057,dcfcf92bb54103cb27c8801b1960989c,2024-02-07,2025-04-11,172.98,430.0,430,172.98
P-2024-002357,100233,3ef69f90a5178021fa2875bdb7700d8e,2024-02-09,2024-09-10,147.85,215.0,215,147.85
P-2024-002412,100910,3c66679311c1abec9d9192d01ce26f07,2024-09-10,2025-09-30,216.29,386.0,356,199.48
P-2024-002414,100365,3c66679311c1abec9d9192d01ce26f07,2024-02-21,2025-07-15,257.66,511.0,511,257.66
P-2024-002418,100696,a2a38920c9919e09c8703d8892080502,2024-02-21,2025-07-17,50.12,513.0,513,50.12
P-2024-002428,100006,eb1f8989a62d585d97875883da198e51,2024-10-04,2025-10-04,22.79,366.0,332,20.67
P-2024-002467,100212,dcfcf92bb54103cb27c8801b1960989c,2024-03-26,2025-03-04,150.18,344.0,344,150.18
P-2024-002537,100584,a2a38920c9919e09c8703d8892080502,2024-12-27,2026-03-10,35.23,439.0,248,19.9
P-2024-002559,100888,3ef69f90a5178021fa2875bdb7700d8e,2024-01-16,2024-07-07,75.49,174.0,174,75.49
P-2024-002619,100749,dcfcf92bb54103cb27c8801b1960989c,2024-08-28,2025-11-05,311.06,435.0,369,263.86
P-2024-002647,100053,19bd7beafce7eb141e672aec8fe7d7c3,2024-12-17,2026-02-26,142.22,437.0,258,83.97
P-2024-002652,100364,3ef69f90a5178021fa2875bdb7700d8e,2024-10-09,2026-01-31,35.84,480.0,327,24.42
P-2024-002697,100741,eb1f8989a62d585d97875883da198e51,2024-02-25,2024-09-03,38.1,192.0,192,38.1
P-2024-002736,100071,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-12-28,2025-12-26,1443.07,364.0,247,979.23
P-2024-002816,100886,19bd7beafce7eb141e672aec8fe7d7c3,2024-09-09,2025-10-02,163.86,389.0,357,150.38
P-2024-002831,100315,3ef69f90a5178021fa2875bdb7700d8e,2024-01-22,2024-11-27,99.8,311.0,311,99.8
P-2024-002854,100929,eb1f8989a62d585d97875883da198e51,2024-12-16,2026-03-03,32.84,443.0,259,19.2
P-2024-002943,100647,3ef69f90a5178021fa2875bdb7700d8e,2024-06-30,2025-06-12,111.78,348.0,348,111.78
P-2024-002953,100443,eb1f8989a62d585d97875883da198e51,2024-04-26,2025-06-22,48.41,423.0,423,48.41
P-2024-002986,100906,7f89c4cd954b7f708ce420be328cebb4,2024-08-23,2025-12-28,67.23,493.0,374,51.0
P-2025-000040,100872,ee203b1703de1595784024279eff985b,2025-04-19,2026-04-25,101.28,372.0,135,36.75
P-2025-000045,100495,eb1f8989a62d585d97875883da198e51,2025-02-01,2025-12-27,55.46,330.0,212,35.63
P-2025-000114,100057,7f89c4cd954b7f708ce420be328cebb4,2025-01-29,2026-01-09,66.54,346.0,215,41.35
P-2025-000179,100928,19bd7beafce7eb141e672aec8fe7d7c3,2025-02-10,2026-07-02,91.77,508.0,203,36.67
P-2025-000204,100594,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-02-03,2025-11-28,442.48,299.0,210,310.77
P-2025-000219,100707,eb1f8989a62d585d97875883da198e51,2025-03-08,2026-02-13,70.43,343.0,177,36.34
P-2025-000320,100215,3c66679311c1abec9d9192d01ce26f07,2025-02-26,2026-02-22,170.56,362.0,187,88.11
P-2025-000359,100657,dcfcf92bb54103cb27c8801b1960989c,2025-01-27,2025-11-22,291.62,300.0,217,210.94
P-2025-000389,100016,19bd7beafce7eb141e672aec8fe7d7c3,2025-02-06,2025-12-13,254.58,311.0,207,169.45
P-2025-000415,100841,3ef69f90a5178021fa2875bdb7700d8e,2025-02-13,2025-11-25,80.78,286.0,200,56.49
P-2025-000435,100909,7f89c4cd954b7f708ce420be328cebb4,2025-02-22,2026-09-20,81.47,576.0,191,27.02
P-2025-000439,100150,ee203b1703de1595784024279eff985b,2025-05-09,2026-01-06,131.67,243.0,115,62.31
P-2025-000462,100715,eb1f8989a62d585d97875883da198e51,2025-05-04,2026-07-31,29.82,454.0,120,7.88
P-2025-000495,100879,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-03-07,2026-06-18,647.98,469.0,178,245.93
P-2025-000550,100248,19bd7beafce7eb141e672aec8fe7d7c3,2025-01-09,2026-02-04,146.91,392.0,235,88.07
P-2025-000622,100280,ee203b1703de1595784024279eff985b,2025-01-25,2025-11-24,137.31,304.0,219,98.92
P-2025-000749,100836,3ef69f90a5178021fa2875bdb7700d8e,2025-01-27,2026-03-15,64.51,413.0,217,33.9
P-2025-000836,100498,3c66679311c1abec9d9192d01ce26f07,2025-05-05,2026-06-01,287.94,393.0,119,87.19
P-2025-000842,100380,eb1f8989a62d585d97875883da198e51,2025-03-27,2026-02-22,29.34,333.0,158,13.92
P-2025-000964,100648,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-04-30,2026-01-13,708.25,259.0,124,339.08
P-2025-000978,100458,3ef69f90a5178021fa2875bdb7700d8e,2025-02-03,2026-05-09,52.15,461.0,210,23.76
P-2025-000985,100848,ee203b1703de1595784024279eff985b,2025-03-11,2025-12-21,204.62,286.0,174,124.49
P-2025-000990,100091,3c66679311c1abec9d9192d01ce26f07,2025-04-10,2026-07-28,631.93,475.0,144,191.57
P-2025-001098,100787,a2a38920c9919e09c8703d8892080502,2025-05-28,2025-12-17,56.3,204.0,96,26.49
P-2025-001121,100284,eb1f8989a62d585d97875883da198e51,2025-01-04,2026-03-23,170.38,444.0,240,92.1
P-2025-001220,100068,ee203b1703de1595784024279eff985b,2025-04-30,2026-05-21,207.6,387.0,124,66.52
